Номер подзаписи;№ бюллетеня;Вопрос;Голос;ФИО члена НК;Номер пункта/подпункта;Тип вопроса;Неголосующий;Дата
4;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Яруллин Рафинат Саматович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Максимов Антон Львович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;НГ;Кантюков Рафкат Абдулхаевич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Забозлаев Алексей Геннадьевич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Бакиев Эдуард Мунирович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;-;Мамин Виктор Викторович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;-;Шамин Андрей Юрьевич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Слепнёв Николай Сергеевич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;-;Федоров Юрий Викторович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;-;Богуславский Ирек Борисович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;НГ;Метшин Айдар Раисович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;НГ;Сорокин Павел Юрьевич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;-;Иванов Михаил Игоревич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Дмитриевский Анатолий Николаевич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Сигов Александр Сергеевич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Крюков Валерий Анатольевич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Курочкин Дмитрий Николаевич;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;-;Агеев Шамиль Рахимович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;-;Корчагин Александр Викторович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
